Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MAZDA,MODEL-672,SUV - SMALL,2.5,4,AM6,Z,12.5,9.8,11.3,21,255
FORD,MODEL-790,SUV - STANDARD,2.5,6,A8,N,14.1,10.2,12.3,19,233
FORD,MODEL-561,FULL-SIZE,1.0,4,A10,X,9.4,4.7,7.3,32,169
HYUNDAI,MODEL-474,TWO-SEATER,2.5,4,AM7,X,11.4,7.2,9.5,25,216
VOLKSWAGEN,MODEL-255,STATION WAGON - SMALL,1.5,4,AS8,Z,10.4,5.6,8.2,29,180
INFINITI,MODEL-869,STATION WAGON - SMALL,2.0,4,A7,Z,10.8,8.2,9.6,25,224
ACURA,MODEL-391,SUV - STANDARD,4.0,4,M7,E,19.1,16.2,17.8,13,269
MINI,MODEL-128,STATION WAGON - MID-SIZE,3.0,4,AM6,X,13.7,10.6,12.3,19,287
MINI,MODEL-753,PICKUP TRUCK - SMALL,1.5,4,M5,X,10.2,8.2,9.3,25,215
VOLKSWAGEN,MODEL-255,SPECIAL PURPOSE VEHICLE,1.5,4,AS9,E,12.2,10.0,11.2,21,157
JAGUAR,MODEL-590,FULL-SIZE,3.0,6,A5,X,14.2,10.3,12.4,19,280
ALFA ROMEO,MODEL-759,VAN - PASSENGER,1.5,4,M7,Z,11.2,7.1,9.4,25,221
ASTON MARTIN,MODEL-984,STATION WAGON - MID-SIZE,1.5,4,A9,Z,11.6,9.3,10.6,22,254
BUICK,MODEL-213,STATION WAGON - MID-SIZE,4.0,6,AS9,X,15.2,11.4,13.5,17,304
ACURA,MODEL-600,FULL-SIZE,3.0,6,A10,X,14.4,9.6,12.2,19,276
JAGUAR,MODEL-668,MINICOMPACT,2.5,4,A8,E,15.0,8.8,12.2,19,187
CADILLAC,MODEL-250,VAN - CARGO,2.5,4,AS10,X,13.3,10.8,12.2,19,284
VOLKSWAGEN,MODEL-816,SPECIAL PURPOSE VEHICLE,2.0,6,A8,E,14.3,12.1,13.3,18,194
INFINITI,MODEL-416,STATION WAGON - MID-SIZE,3.0,4,AM6,Z,13.0,9.3,11.3,21,262
VOLVO,MODEL-837,MINICOMPACT,1.0,4,A10,X,9.8,4.9,7.6,31,172
CADILLAC,MODEL-958,SUV - STANDARD,2.0,4,A6,X,12.1,8.7,10.6,22,250
VOLVO,MODEL-477,MINICOMPACT,2.0,4,A6,X,11.7,9.7,10.8,22,244
FORD,MODEL-287,MINICOMPACT,2.0,6,AS7,Z,10.6,7.6,9.2,26,213
GMC,MODEL-130,MID-SIZE,2.5,4,A7,Z,11.8,7.3,9.8,24,217
ROLLS-ROYCE,MODEL-217,VAN - PASSENGER,2.5,6,A8,X,13.1,9.2,11.3,21,254
JEEP,MODEL-315,SPECIAL PURPOSE VEHICLE,3.5,6,M5,X,14.8,12.9,13.9,17,318
AUDI,MODEL-621,SUV - STANDARD,3.0,6,A8,Z,13.2,9.7,11.6,20,268
LEXUS,MODEL-308,SPECIAL PURPOSE VEHICLE,2.0,4,A8,X,11.4,8.2,10.0,24,237
LEXUS,MODEL-984,COMPACT,1.5,3,M5,D,8.8,4.5,6.9,34,171
FORD,MODEL-181,SPECIAL PURPOSE VEHICLE,3.0,4,AS9,X,14.2,11.7,13.1,18,294
CHRYSLER,MODEL-565,MID-SIZE,1.0,4,AS10,X,8.6,5.1,7.0,34,163
ALFA ROMEO,MODEL-763,TWO-SEATER,2.5,4,M7,D,11.8,8.6,10.4,23,271
PORSCHE,MODEL-260,STATION WAGON - MID-SIZE,1.5,3,AV,N,9.8,7.3,8.7,27,160
NISSAN,MODEL-396,MINICOMPACT,1.5,4,AV7,X,10.3,8.0,9.3,25,220
RAM,MODEL-449,SPECIAL PURPOSE VEHICLE,3.0,8,A5,X,14.9,12.2,13.7,17,315
ACURA,MODEL-901,TWO-SEATER,2.5,4,AS10,X,12.1,7.7,10.1,23,231
LINCOLN,MODEL-530,SUV - SMALL,4.0,6,A5,X,13.7,9.1,11.6,20,260
ALFA ROMEO,MODEL-276,SPECIAL PURPOSE VEHICLE,2.0,4,AV7,X,12.7,7.9,10.5,22,242
CADILLAC,MODEL-544,SUV - SMALL,1.5,4,A6,Z,9.9,7.7,8.9,26,208
ASTON MARTIN,MODEL-786,VAN - PASSENGER,2.0,4,AS5,X,12.8,10.9,11.9,20,266
GMC,MODEL-644,TWO-SEATER,1.5,3,A9,X,9.4,4.6,7.2,33,158
VOLVO,MODEL-722,SUBCOMPACT,2.5,4,A8,X,12.5,10.1,11.4,21,253
JEEP,MODEL-668,STATION WAGON - MID-SIZE,3.0,6,M5,X,12.5,10.2,11.5,20,258
PORSCHE,MODEL-698,SUBCOMPACT,2.0,6,A4,Z,12.3,9.8,11.2,21,256
LEXUS,MODEL-966,SUV - SMALL,2.5,4,A6,D,10.3,7.4,9.0,26,233
FIAT,MODEL-528,STATION WAGON - MID-SIZE,3.0,6,M7,Z,13.6,11.0,12.4,19,281
NISSAN,MODEL-145,SUV - STANDARD,2.0,6,AV10,X,13.5,11.2,12.5,19,281
HONDA,MODEL-121,SUBCOMPACT,2.0,4,AS9,X,10.8,8.9,9.9,24,225
BUICK,MODEL-882,STATION WAGON - SMALL,1.0,4,AV,Z,9.4,6.0,7.9,30,182
JEEP,MODEL-308,STATION WAGON - MID-SIZE,2.0,6,A10,X,11.9,8.4,10.3,23,229
MASERATI,MODEL-294,SUBCOMPACT,1.5,3,AS6,Z,10.3,6.9,8.8,27,207
LINCOLN,MODEL-833,VAN - CARGO,2.0,4,M5,Z,11.8,8.6,10.4,23,224
DODGE,MODEL-612,SUBCOMPACT,2.0,4,AS6,X,10.7,7.8,9.4,25,215
INFINITI,MODEL-273,STATION WAGON - SMALL,1.0,3,A4,D,7.4,5.5,6.5,36,164
ALFA ROMEO,MODEL-255,COMPACT,3.0,8,M5,X,12.8,11.3,12.1,19,280
BENTLEY,MODEL-197,SPECIAL PURPOSE VEHICLE,4.0,6,AM6,X,15.8,11.6,13.9,17,318
GENESIS,MODEL-190,SUV - SMALL,2.0,4,A6,X,10.2,7.8,9.1,26,211
ASTON MARTIN,MODEL-856,STATION WAGON - SMALL,2.5,4,AM7,Z,8.6,4.6,6.8,35,150
CHRYSLER,MODEL-410,VAN - PASSENGER,3.5,6,A10,E,17.2,11.1,14.5,16,223
JEEP,MODEL-780,SUV - SMALL,2.0,6,AS6,X,12.8,7.9,10.6,22,241
FORD,MODEL-411,VAN - CARGO,3.5,8,M5,X,15.6,12.0,14.0,17,312
MASERATI,MODEL-708,SUV - SMALL,1.5,3,A7,E,11.8,7.2,9.7,24,146
GENESIS,MODEL-758,MID-SIZE,2.5,6,A4,X,13.1,9.0,11.3,21,258
VOLVO,MODEL-605,MID-SIZE,2.5,4,A5,X,11.5,8.5,10.2,23,236
AUDI,MODEL-757,SUV - STANDARD,2.5,4,AV7,X,12.4,9.1,10.9,22,251
MAZDA,MODEL-717,MINICOMPACT,2.0,6,AS5,X,10.9,9.1,10.1,23,233
MERCEDES-BENZ,MODEL-849,VAN - PASSENGER,1.5,4,AM7,Z,10.8,8.2,9.6,25,215
TOYOTA,MODEL-540,MID-SIZE,2.0,6,A5,X,12.5,8.4,10.7,22,247
ASTON MARTIN,MODEL-219,SUV - SMALL,1.0,3,A10,Z,8.9,5.3,7.3,32,164
BUICK,MODEL-884,PICKUP TRUCK - STANDARD,2.0,6,M6,E,15.5,11.1,13.5,17,205
JAGUAR,MODEL-989,STATION WAGON - MID-SIZE,3.0,6,AV7,Z,12.8,7.9,10.6,22,237
VOLKSWAGEN,MODEL-857,SUV - STANDARD,2.0,4,A4,E,13.7,8.0,11.1,21,166
CHEVROLET,MODEL-348,SUV - SMALL,3.0,6,A8,X,14.3,12.3,13.4,18,293
LAMBORGHINI,MODEL-715,SPECIAL PURPOSE VEHICLE,2.0,6,A7,Z,11.4,7.3,9.6,25,209
HONDA,MODEL-982,COMPACT,2.0,6,AV7,X,11.7,6.9,9.5,25,215
ALFA ROMEO,MODEL-439,MID-SIZE,1.5,3,AS5,D,9.7,7.3,8.6,27,226
FORD,MODEL-142,MID-SIZE,1.0,3,A6,E,11.2,6.4,9.0,26,137
KIA,MODEL-252,VAN - CARGO,2.5,6,AS6,E,15.4,12.9,14.3,16,210
GENESIS,MODEL-786,COMPACT,1.0,4,AV7,E,11.0,8.2,9.7,24,143
TOYOTA,MODEL-687,MID-SIZE,2.0,4,A5,X,11.4,6.5,9.2,26,211
FORD,MODEL-324,STATION WAGON - SMALL,2.5,6,AS9,X,13.1,9.9,11.7,20,271
DODGE,MODEL-643,VAN - PASSENGER,2.0,4,AS5,X,12.2,10.4,11.4,21,261
INFINITI,MODEL-638,PICKUP TRUCK - STANDARD,3.0,6,A10,Z,13.8,11.6,12.8,18,293
SMART,MODEL-828,PICKUP TRUCK - STANDARD,2.5,6,AS6,Z,13.3,9.0,11.4,21,263
BMW,MODEL-621,MID-SIZE,2.0,4,AV7,D,10.1,6.0,8.3,28,212
ROLLS-ROYCE,MODEL-160,STATION WAGON - MID-SIZE,2.5,4,M5,E,14.5,10.8,12.8,18,192
GENESIS,MODEL-130,PICKUP TRUCK - SMALL,2.5,4,AS8,X,11.2,7.9,9.7,24,229
LAND ROVER,MODEL-927,STATION WAGON - MID-SIZE,3.5,8,AV,X,14.4,10.4,12.6,19,288
SUBARU,MODEL-565,VAN - PASSENGER,2.5,4,AM7,X,12.4,9.8,11.2,21,258
DODGE,MODEL-314,PICKUP TRUCK - SMALL,1.5,4,A7,E,14.3,11.6,13.1,18,201
NISSAN,MODEL-851,VAN - PASSENGER,1.5,4,M7,X,10.6,7.2,9.1,26,211
LAND ROVER,MODEL-440,SPECIAL PURPOSE VEHICLE,3.0,8,M6,X,14.5,10.9,12.9,18,294
PORSCHE,MODEL-295,STATION WAGON - SMALL,2.0,4,AV10,D,10.1,6.5,8.5,28,211
KIA,MODEL-552,PICKUP TRUCK - SMALL,1.5,4,AV10,D,8.5,6.3,7.5,31,197
ALFA ROMEO,MODEL-313,VAN - CARGO,2.5,4,AS10,X,12.0,7.3,9.9,24,230
GMC,MODEL-799,SUV - SMALL,2.5,4,AS8,Z,14.1,9.4,12.0,20,274
HONDA,MODEL-470,MINICOMPACT,2.0,6,A4,Z,12.2,8.7,10.6,22,251
NISSAN,MODEL-318,PICKUP TRUCK - STANDARD,4.0,6,AS6,X,15.5,11.8,13.8,17,317
ROLLS-ROYCE,MODEL-168,VAN - CARGO,2.0,4,M7,X,12.5,8.3,10.6,22,242
PORSCHE,MODEL-722,MINICOMPACT,1.0,4,AS6,X,7.4,4.0,5.9,40,138
ACURA,MODEL-134,VAN - CARGO,2.5,6,AS9,Z,13.0,8.3,10.9,22,253
ACURA,MODEL-203,PICKUP TRUCK - SMALL,2.5,6,AS5,D,11.7,9.2,10.6,22,277
MERCEDES-BENZ,MODEL-557,VAN - CARGO,3.0,6,A5,Z,13.5,10.5,12.2,19,277
LEXUS,MODEL-276,PICKUP TRUCK - SMALL,3.0,8,AS7,Z,12.5,10.1,11.4,21,265
VOLKSWAGEN,MODEL-167,MINICOMPACT,1.5,4,A7,X,12.1,8.5,10.5,22,235
ACURA,MODEL-711,VAN - CARGO,2.5,4,AS8,Z,12.9,10.3,11.7,20,272
SMART,MODEL-337,STATION WAGON - MID-SIZE,2.0,4,AS7,E,13.5,9.5,11.7,20,188
INFINITI,MODEL-882,SUBCOMPACT,1.5,4,AV10,X,9.4,7.5,8.5,28,185
DODGE,MODEL-366,STATION WAGON - SMALL,1.5,4,AS7,X,10.4,6.2,8.5,28,197
FIAT,MODEL-344,STATION WAGON - MID-SIZE,3.0,6,A4,Z,13.3,9.0,11.4,21,258
CHRYSLER,MODEL-986,MINICOMPACT,1.0,4,AS6,X,10.6,8.5,9.7,24,218
FIAT,MODEL-386,VAN - CARGO,3.0,8,M5,X,15.9,13.0,14.6,16,336
SMART,MODEL-133,SUBCOMPACT,1.0,3,AS6,N,8.5,6.7,7.7,31,147
LAND ROVER,MODEL-232,SUBCOMPACT,3.5,6,A9,Z,13.0,9.1,11.2,21,259
MAZDA,MODEL-346,VAN - PASSENGER,3.0,6,A6,Z,13.3,9.7,11.7,20,272
RAM,MODEL-262,MID-SIZE,2.5,4,A8,D,10.9,7.5,9.4,25,244
MAZDA,MODEL-329,FULL-SIZE,3.0,8,AV10,Z,13.7,10.4,12.2,19,271
MINI,MODEL-988,STATION WAGON - MID-SIZE,2.5,6,M7,Z,12.4,9.3,11.0,21,254
ALFA ROMEO,MODEL-745,FULL-SIZE,2.5,4,A4,X,12.4,7.6,10.2,23,244
FORD,MODEL-839,PICKUP TRUCK - STANDARD,3.0,6,A4,Z,12.4,10.4,11.5,20,263
SUBARU,MODEL-467,MINICOMPACT,2.5,4,AS6,X,10.8,8.8,9.9,24,218
LINCOLN,MODEL-569,SPECIAL PURPOSE VEHICLE,2.5,6,AV7,D,11.2,8.3,9.9,24,249
MAZDA,MODEL-140,FULL-SIZE,3.0,4,M5,X,13.5,10.5,12.2,19,285
CADILLAC,MODEL-534,SPECIAL PURPOSE VEHICLE,3.5,6,AS5,D,13.8,11.9,12.9,18,340
MITSUBISHI,MODEL-185,COMPACT,1.0,4,AS8,X,11.0,9.3,10.2,23,229
RAM,MODEL-221,SUV - SMALL,3.5,4,AS7,D,13.4,10.5,12.1,19,327
MITSUBISHI,MODEL-922,TWO-SEATER,2.0,4,AM7,D,10.3,7.6,9.1,26,242
FIAT,MODEL-422,VAN - PASSENGER,3.0,6,A6,D,12.1,8.5,10.5,22,289
VOLVO,MODEL-174,PICKUP TRUCK - STANDARD,2.5,6,A6,D,11.2,7.1,9.4,25,241
CHEVROLET,MODEL-800,STATION WAGON - SMALL,2.0,4,AS6,X,10.2,5.8,8.2,29,183
ASTON MARTIN,MODEL-368,SUV - SMALL,2.0,4,AS5,X,11.3,7.3,9.5,25,216
ALFA ROMEO,MODEL-849,TWO-SEATER,2.5,6,AS10,X,12.5,9.0,10.9,22,251
SMART,MODEL-119,VAN - CARGO,2.5,4,AV8,X,12.2,8.5,10.5,22,244
INFINITI,MODEL-305,SUV - SMALL,2.0,6,AV10,X,12.2,10.2,11.3,21,263
RAM,MODEL-954,SPECIAL PURPOSE VEHICLE,3.5,4,AM6,N,12.9,8.9,11.1,21,208
VOLVO,MODEL-706,SPECIAL PURPOSE VEHICLE,2.5,4,A4,X,13.4,11.7,12.6,19,280
SUBARU,MODEL-124,FULL-SIZE,3.0,4,A9,Z,14.2,10.8,12.7,19,288
GMC,MODEL-597,MID-SIZE,2.0,4,M7,X,10.2,6.5,8.5,28,199
ALFA ROMEO,MODEL-504,SUV - SMALL,2.5,4,AM7,X,11.6,6.6,9.4,25,207
MERCEDES-BENZ,MODEL-869,SPECIAL PURPOSE VEHICLE,2.0,6,AS9,X,12.0,9.8,11.0,21,244
BENTLEY,MODEL-555,COMPACT,1.5,4,AS9,Z,11.7,7.2,9.7,24,218
AUDI,MODEL-787,SUV - STANDARD,2.5,4,A10,X,11.4,7.4,9.6,25,215
ACURA,MODEL-608,VAN - PASSENGER,2.5,4,AM7,X,12.9,9.9,11.6,20,266
RAM,MODEL-914,MINICOMPACT,1.5,4,A9,X,8.9,7.4,8.2,29,184
CHEVROLET,MODEL-104,TWO-SEATER,3.5,6,AM7,X,15.0,13.2,14.2,17,316
MERCEDES-BENZ,MODEL-954,PICKUP TRUCK - SMALL,2.5,4,AV,X,12.1,9.7,11.0,21,257
INFINITI,MODEL-576,MINICOMPACT,1.0,4,A9,Z,8.9,5.3,7.3,32,168
DODGE,MODEL-243,COMPACT,2.0,6,AS8,X,13.3,11.5,12.5,19,301
JEEP,MODEL-531,STATION WAGON - MID-SIZE,3.0,8,A6,X,15.2,12.9,14.2,17,327
CHEVROLET,MODEL-833,MINICOMPACT,2.0,6,M6,X,11.8,9.1,10.6,22,243
CHRYSLER,MODEL-983,FULL-SIZE,3.0,4,M5,D,11.8,9.6,10.8,22,291
HYUNDAI,MODEL-571,SUV - STANDARD,2.0,4,AV,Z,10.9,7.9,9.6,25,219
ASTON MARTIN,MODEL-595,STATION WAGON - MID-SIZE,3.0,4,AS9,E,16.0,13.8,15.0,16,227
TOYOTA,MODEL-541,MINICOMPACT,1.5,3,AS6,X,11.0,6.8,9.1,26,203
GMC,MODEL-838,VAN - PASSENGER,2.5,4,A8,X,12.9,7.9,10.6,22,246
INFINITI,MODEL-914,SUBCOMPACT,2.5,4,A5,X,12.2,8.9,10.7,22,232
BUICK,MODEL-283,VAN - CARGO,3.0,8,AS8,X,14.4,10.8,12.8,18,291
CHEVROLET,MODEL-717,MID-SIZE,2.0,4,AV8,Z,11.0,8.7,10.0,24,218
JAGUAR,MODEL-411,MINICOMPACT,2.0,4,A8,N,10.4,8.6,9.6,25,176
RAM,MODEL-394,VAN - CARGO,3.0,8,A8,D,12.3,10.5,11.5,20,320
VOLVO,MODEL-548,FULL-SIZE,2.5,6,AS9,X,10.7,7.9,9.4,25,210
BENTLEY,MODEL-694,VAN - CARGO,3.5,8,A8,X,15.5,11.7,13.8,17,327
KIA,MODEL-893,SUBCOMPACT,1.5,4,AS6,N,10.6,8.9,9.8,24,187
NISSAN,MODEL-162,SUV - SMALL,3.5,6,A10,X,13.9,9.6,12.0,20,274
BMW,MODEL-586,FULL-SIZE,2.0,6,AV7,E,14.6,11.5,13.2,18,198
JEEP,MODEL-938,COMPACT,2.5,4,A5,Z,11.9,10.2,11.1,21,248
RAM,MODEL-543,MINICOMPACT,1.0,3,A4,Z,8.3,6.3,7.4,32,171
GENESIS,MODEL-620,STATION WAGON - SMALL,1.5,3,M5,Z,9.5,4.6,7.3,32,165
MASERATI,MODEL-142,SUV - SMALL,2.0,4,AM7,X,12.5,7.9,10.4,23,245
ACURA,MODEL-785,SUBCOMPACT,3.0,6,A5,X,13.5,9.5,11.7,20,275
ACURA,MODEL-605,SPECIAL PURPOSE VEHICLE,2.0,4,M7,X,11.2,6.4,9.0,26,204
GMC,MODEL-444,VAN - CARGO,3.5,6,AV,D,12.1,7.8,10.2,23,260
VOLVO,MODEL-157,TWO-SEATER,2.0,4,A9,X,10.8,7.0,9.1,26,205
CADILLAC,MODEL-920,PICKUP TRUCK - SMALL,1.5,3,AS10,Z,10.7,5.8,8.5,28,192
TOYOTA,MODEL-208,VAN - PASSENGER,2.5,4,M5,Z,13.9,9.7,12.0,20,264
MINI,MODEL-482,STATION WAGON - MID-SIZE,2.5,4,A8,X,12.3,7.5,10.1,23,234
MAZDA,MODEL-615,FULL-SIZE,2.5,4,A6,Z,12.0,7.6,10.0,24,229
SUBARU,MODEL-369,VAN - CARGO,2.0,4,AV,X,11.7,9.6,10.8,22,242
MERCEDES-BENZ,MODEL-274,SUV - STANDARD,3.5,6,AS6,E,18.2,15.6,17.0,14,258
LEXUS,MODEL-709,MID-SIZE,3.0,4,AV,X,13.4,11.3,12.5,19,273
CADILLAC,MODEL-536,SUV - STANDARD,4.0,6,AV8,X,17.1,12.9,15.2,15,345
MASERATI,MODEL-248,SUV - STANDARD,1.5,4,AS8,Z,10.2,7.8,9.1,26,205
LINCOLN,MODEL-345,MID-SIZE,2.0,4,AV8,Z,12.5,10.3,11.5,20,279
AUDI,MODEL-889,SUV - SMALL,2.5,4,AM7,E,16.2,12.0,14.3,16,213
INFINITI,MODEL-947,TWO-SEATER,1.5,4,AS5,X,10.2,5.4,8.0,29,179
FIAT,MODEL-554,PICKUP TRUCK - SMALL,3.0,8,AV10,X,12.8,8.0,10.6,22,241
ROLLS-ROYCE,MODEL-821,SUV - SMALL,1.5,4,M5,X,11.4,8.3,10.0,24,226
VOLKSWAGEN,MODEL-827,MID-SIZE,3.0,6,A5,D,12.2,10.8,11.6,20,294
GMC,MODEL-555,FULL-SIZE,3.0,8,M7,Z,13.2,11.4,12.4,19,280
BUICK,MODEL-222,MID-SIZE,3.5,6,A7,X,14.5,12.3,13.5,17,317
MAZDA,MODEL-142,TWO-SEATER,1.5,3,M6,Z,10.2,6.8,8.7,27,200
LINCOLN,MODEL-944,PICKUP TRUCK - STANDARD,3.5,6,A9,Z,14.8,12.3,13.7,17,320
RAM,MODEL-764,TWO-SEATER,3.0,8,A4,X,15.2,11.4,13.5,17,315
ALFA ROMEO,MODEL-487,VAN - PASSENGER,2.5,4,AV10,Z,11.8,7.8,10.0,24,224
JAGUAR,MODEL-490,VAN - PASSENGER,3.0,6,A6,D,12.0,7.9,10.2,23,272
CADILLAC,MODEL-586,MINICOMPACT,2.0,4,AS5,X,10.7,8.9,9.9,24,218
CHRYSLER,MODEL-558,VAN - PASSENGER,2.5,6,AS7,Z,11.7,10.0,10.9,22,246
LINCOLN,MODEL-478,VAN - PASSENGER,4.0,4,A8,Z,16.5,14.1,15.4,15,360
ROLLS-ROYCE,MODEL-720,TWO-SEATER,2.5,4,A5,Z,12.8,9.2,11.2,21,265
MAZDA,MODEL-341,COMPACT,2.5,4,AS6,E,16.5,12.0,14.5,16,222
DODGE,MODEL-773,PICKUP TRUCK - SMALL,2.0,4,AS10,Z,12.9,8.8,11.1,21,252
LAMBORGHINI,MODEL-491,SUV - SMALL,2.5,4,AS5,X,13.2,9.0,11.3,21,250
BENTLEY,MODEL-697,STATION WAGON - SMALL,1.5,4,AV10,D,8.8,6.3,7.7,31,195
KIA,MODEL-264,MID-SIZE,1.5,4,AS7,X,9.0,4.5,7.0,34,163
GMC,MODEL-929,SUV - SMALL,3.0,6,A4,X,13.0,9.6,11.5,20,264
VOLKSWAGEN,MODEL-778,SUV - SMALL,3.0,8,AS5,X,15.7,12.8,14.4,16,318
ALFA ROMEO,MODEL-104,SUV - STANDARD,4.0,8,AS5,X,15.3,12.9,14.2,17,332
LAND ROVER,MODEL-866,STATION WAGON - MID-SIZE,2.5,4,AV10,Z,13.8,11.9,12.9,18,300
JEEP,MODEL-322,SPECIAL PURPOSE VEHICLE,2.5,6,M5,Z,13.5,11.6,12.6,19,289
NISSAN,MODEL-649,SUV - SMALL,2.0,6,AV8,X,10.8,8.9,9.9,24,234
MINI,MODEL-301,VAN - CARGO,2.5,6,A8,X,14.9,10.6,13.0,18,306
CHEVROLET,MODEL-486,SUV - STANDARD,2.5,6,AS5,X,14.6,13.1,13.9,17,319
LAND ROVER,MODEL-341,SUV - SMALL,2.0,6,AM6,X,11.5,7.9,9.9,24,233
FORD,MODEL-261,STATION WAGON - SMALL,2.5,4,AS8,X,13.2,10.7,12.1,19,272
SUBARU,MODEL-110,SUV - SMALL,3.0,6,A7,N,14.4,10.5,12.6,19,243
MASERATI,MODEL-902,PICKUP TRUCK - SMALL,3.0,6,AS8,D,12.1,9.0,10.7,22,277
PORSCHE,MODEL-401,VAN - CARGO,2.5,4,AV8,E,17.2,14.4,15.9,15,231
KIA,MODEL-994,TWO-SEATER,3.0,4,A5,X,13.5,11.8,12.7,19,298
HONDA,MODEL-297,MINICOMPACT,2.5,4,AS10,X,13.4,10.5,12.1,19,273
JAGUAR,MODEL-304,MINICOMPACT,1.0,3,AV10,X,8.1,6.2,7.2,33,162
BENTLEY,MODEL-762,VAN - PASSENGER,4.0,4,A8,X,14.3,11.5,13.0,18,288
GENESIS,MODEL-418,SUV - STANDARD,3.5,6,AM6,Z,14.7,12.8,13.8,17,318
GENESIS,MODEL-964,STATION WAGON - MID-SIZE,3.0,6,AV8,X,14.6,11.8,13.3,18,307
LEXUS,MODEL-713,SUV - SMALL,1.5,4,A5,E,12.3,10.3,11.4,21,181
SUBARU,MODEL-202,VAN - PASSENGER,3.0,4,AS6,Z,13.4,9.5,11.6,20,270
TOYOTA,MODEL-672,VAN - CARGO,3.5,4,AS9,X,14.5,11.5,13.2,18,305
TOYOTA,MODEL-886,VAN - PASSENGER,3.0,6,AV8,X,15.9,12.3,14.3,16,326
MINI,MODEL-785,PICKUP TRUCK - STANDARD,2.5,4,AS8,X,13.3,9.3,11.5,20,255
DODGE,MODEL-974,PICKUP TRUCK - SMALL,3.5,6,A6,X,13.7,10.7,12.4,19,289
MERCEDES-BENZ,MODEL-288,VAN - PASSENGER,3.5,6,AV7,X,13.6,12.0,12.9,18,297
BUICK,MODEL-910,SPECIAL PURPOSE VEHICLE,1.5,4,M5,X,9.9,6.5,8.4,28,191
MINI,MODEL-637,FULL-SIZE,3.5,4,AS9,X,14.0,10.8,12.6,19,289
CADILLAC,MODEL-670,COMPACT,2.0,6,AV8,Z,11.6,7.4,9.7,24,221
MAZDA,MODEL-817,TWO-SEATER,1.5,4,M7,X,9.5,7.2,8.5,28,198
AUDI,MODEL-359,SUV - SMALL,1.0,4,AS5,X,9.0,4.2,6.8,35,158
BENTLEY,MODEL-484,TWO-SEATER,2.0,4,AS10,Z,11.1,9.5,10.4,23,237
LINCOLN,MODEL-123,SPECIAL PURPOSE VEHICLE,3.5,6,AS7,X,15.3,13.2,14.4,16,339
DODGE,MODEL-697,TWO-SEATER,2.0,4,AV7,D,11.6,10.0,10.9,22,284
HONDA,MODEL-163,STATION WAGON - MID-SIZE,3.0,6,AS7,X,13.8,12.1,13.0,18,290
CHRYSLER,MODEL-117,COMPACT,1.0,3,AS10,Z,8.8,5.3,7.2,33,159
FIAT,MODEL-111,TWO-SEATER,2.5,4,A9,X,11.8,7.5,9.9,24,222
PORSCHE,MODEL-700,STATION WAGON - MID-SIZE,2.5,4,A6,X,12.8,8.1,10.7,22,243
LAMBORGHINI,MODEL-631,COMPACT,1.5,3,A7,X,9.9,5.5,7.9,30,181
LEXUS,MODEL-420,PICKUP TRUCK - STANDARD,3.0,8,AM7,X,15.5,13.2,14.5,16,328
KIA,MODEL-442,VAN - CARGO,3.0,4,M7,X,13.6,8.9,11.5,20,268
MAZDA,MODEL-608,VAN - PASSENGER,4.0,6,AV10,X,16.7,14.4,15.7,15,370
LAND ROVER,MODEL-213,PICKUP TRUCK - SMALL,1.5,3,AM7,E,10.2,5.0,7.9,30,110
CHEVROLET,MODEL-674,STATION WAGON - MID-SIZE,2.0,4,AS5,X,11.1,8.8,10.1,23,226
MERCEDES-BENZ,MODEL-390,TWO-SEATER,2.5,4,A5,X,12.5,8.6,10.7,22,246
ALFA ROMEO,MODEL-720,COMPACT,2.0,4,AS10,X,12.9,9.6,11.4,21,258
MITSUBISHI,MODEL-310,SUV - SMALL,2.0,4,AV8,X,12.2,8.6,10.6,22,240
LAND ROVER,MODEL-748,STATION WAGON - MID-SIZE,1.5,4,AS9,X,12.4,9.9,11.3,21,268
CHRYSLER,MODEL-625,VAN - PASSENGER,4.0,8,A4,Z,17.0,14.1,15.7,15,366
KIA,MODEL-349,SPECIAL PURPOSE VEHICLE,1.5,3,AS8,D,8.9,5.8,7.5,31,200
KIA,MODEL-555,MINICOMPACT,1.0,4,A5,X,9.9,5.2,7.8,30,183
FIAT,MODEL-663,VAN - PASSENGER,4.0,8,A10,X,15.8,13.6,14.8,16,340
ROLLS-ROYCE,MODEL-295,SUBCOMPACT,2.5,4,AS10,D,9.6,7.7,8.7,27,227
SUBARU,MODEL-819,MINICOMPACT,1.5,4,A7,X,10.3,7.5,9.0,26,208
CADILLAC,MODEL-654,STATION WAGON - MID-SIZE,2.5,4,AS6,X,11.1,8.3,9.8,24,219
SUBARU,MODEL-477,STATION WAGON - SMALL,1.5,3,A10,N,10.3,7.8,9.2,26,181
LAND ROVER,MODEL-523,MID-SIZE,2.5,4,AV10,Z,12.1,7.9,10.2,23,243
TOYOTA,MODEL-233,VAN - PASSENGER,1.0,3,AS6,Z,9.0,5.4,7.4,32,170
FIAT,MODEL-406,MINICOMPACT,3.0,6,M6,X,13.9,11.2,12.7,19,292
